User 0: [1250, 1179, 1192, 1081, 257, 1178, 0, 1245, 1180, 907]
User 1: [2789, 604, 1245, 589, 315, 1178, 1959, 523, 1192, 1575]
User 2: [2502, 476, 2847, 1192, 1271, 1178, 453, 2559, 257, 108]
User 3: [1959, 1178, 257, 1192, 604, 2502, 2789, 523, 589, 315]
User 4: [2789, 2928, 2693, 2327, 604, 2530, 589, 1575, 293, 315]
User 5: [2789, 1245, 2327, 1250, 352, 1287, 1179, 2647, 353, 1899]
User 6: [257, 2502, 476, 2847, 1220, 1192, 1178, 2559, 1539, 585]
User 7: [2789, 604, 1245, 2693, 2928, 315, 293, 2327, 589, 523]
User 8: [2789, 2693, 2928, 1245, 2327, 604, 1959, 523, 315, 589]
User 9: [1250, 1192, 1245, 1179, 1081, 2647, 1178, 2728, 1287, 2012]
User 10: [2789, 1245, 2327, 352, 315, 2928, 604, 38, 1595, 1726]
User 11: [1178, 257, 2789, 604, 1959, 847, 1575, 1192, 900, 1203]
User 12: [257, 476, 1192, 2502, 1178, 1539, 2847, 2559, 1220, 1250]
User 13: [2789, 2693, 604, 2928, 589, 1959, 315, 293, 2327, 108]
User 14: [2789, 1245, 2693, 352, 2637, 2928, 1959, 2327, 1854, 220]
User 15: [2789, 2641, 2637, 2693, 2614, 2647, 3554, 2928, 3509, 2286]
User 16: [257, 2789, 476, 1178, 1192, 2502, 585, 1220, 1196, 2693]
User 17: [476, 257, 1192, 1178, 1539, 1250, 1081, 2502, 2559, 1179]
User 18: [476, 257, 2502, 1539, 1192, 2847, 2559, 1178, 585, 1220]
User 19: [257, 2847, 2502, 1111, 476, 1539, 1192, 3724, 1220, 1178]
User 20: [2789, 2693, 2647, 2630, 2502, 476, 3509, 1539, 2637, 2614]
User 21: [476, 1349, 2502, 1192, 376, 1539, 2847, 2559, 1178, 0]
User 22: [257, 1178, 476, 1192, 2502, 585, 1220, 1539, 1081, 1196]
User 23: [1245, 1250, 1287, 1179, 2849, 2728, 2789, 352, 1192, 1081]
User 24: [476, 257, 2502, 1111, 1192, 2847, 1539, 2789, 1220, 3724]
User 25: [1245, 1529, 352, 593, 38, 1720, 3186, 535, 2355, 436]
User 26: [900, 847, 1232, 1178, 257, 1186, 604, 1575, 1227, 740]
User 27: [1178, 604, 257, 847, 2789, 1575, 523, 315, 1192, 589]
User 28: [257, 2847, 2502, 1178, 1192, 1220, 476, 1250, 1182, 1196]
User 29: [2789, 2928, 2693, 604, 589, 523, 1575, 1959, 1178, 315]
User 30: [2789, 2647, 1245, 1081, 1250, 900, 1178, 1192, 2722, 907]
User 31: [2789, 2928, 2693, 604, 589, 1959, 523, 293, 2327, 315]
User 32: [604, 2789, 1575, 1178, 847, 523, 589, 257, 900, 293]
User 33: [1245, 352, 1529, 593, 3186, 535, 1720, 0, 10, 2789]
User 34: [900, 2789, 604, 1227, 911, 1211, 1207, 523, 847, 896]
User 35: [1178, 476, 2502, 604, 257, 1192, 1220, 1959, 2847, 108]
User 36: [1245, 352, 1720, 593, 3186, 2602, 1529, 1726, 0, 535]
User 37: [1245, 1529, 593, 352, 2602, 38, 1720, 535, 3186, 699]
User 38: [2693, 2789, 2890, 2641, 2637, 2928, 2647, 3554, 3509, 2619]
User 39: [257, 1196, 2502, 912, 1081, 1220, 476, 1539, 537, 2847]
User 40: [2789, 2693, 476, 604, 1959, 2502, 1245, 523, 0, 589]
User 41: [257, 2847, 2502, 2036, 1192, 1354, 1539, 1220, 1250, 476]
User 42: [2789, 2693, 2647, 2928, 2641, 3509, 2614, 2637, 2286, 1111]
User 43: [1192, 257, 1178, 1081, 1539, 1250, 476, 1179, 1271, 1182]
User 44: [1245, 2789, 352, 353, 593, 436, 1287, 2602, 2647, 2327]
User 45: [1539, 476, 1300, 2502, 2847, 1505, 585, 257, 1196, 2559]
User 46: [2789, 604, 523, 293, 315, 589, 2928, 1959, 1575, 2327]
User 47: [1192, 476, 1539, 2559, 1178, 257, 1250, 2502, 2647, 1179]
User 48: [2502, 476, 257, 2847, 1192, 1178, 585, 1220, 1959, 1539]
User 49: [2789, 2693, 2928, 3509, 2647, 476, 2641, 1111, 2286, 2502]
User 50: [2789, 2693, 2637, 2928, 2327, 2286, 1245, 2530, 2890, 220]
User 51: [2502, 1539, 476, 2847, 1491, 1192, 2559, 1848, 257, 585]
User 52: [476, 1178, 1539, 257, 2502, 2847, 585, 1192, 2559, 1196]
User 53: [900, 1211, 1227, 2789, 847, 886, 1178, 523, 907, 1120]
User 54: [2789, 1959, 604, 1178, 589, 523, 2693, 315, 257, 108]
User 55: [2789, 2693, 604, 2928, 2327, 315, 293, 1245, 589, 523]
User 56: [2789, 2693, 2928, 3509, 2647, 2641, 2890, 1111, 2918, 3412]
User 57: [257, 1178, 2502, 476, 1192, 2847, 1196, 1250, 1220, 1539]
User 58: [900, 911, 1211, 847, 1232, 1227, 907, 896, 2789, 1224]
User 59: [476, 1539, 2789, 2502, 1245, 2693, 2847, 1192, 352, 2559]
User 60: [2789, 2693, 2641, 2637, 3509, 2614, 3554, 2890, 1111, 2647]
User 61: [900, 2789, 1211, 1081, 907, 1245, 604, 1250, 1178, 1628]
User 62: [2789, 2693, 2641, 2637, 2928, 2614, 3509, 2647, 2890, 3554]
User 63: [2789, 2693, 3509, 2637, 3554, 2928, 3724, 2647, 476, 2641]
User 64: [2502, 2789, 2693, 476, 453, 108, 1192, 1178, 2847, 3509]
User 65: [2789, 257, 2502, 1178, 1192, 476, 585, 1959, 1250, 2693]
User 66: [900, 1211, 911, 907, 1227, 847, 886, 896, 1224, 2789]
User 67: [2789, 2928, 604, 315, 2327, 293, 1575, 589, 2693, 1245]
User 68: [2789, 604, 1245, 293, 2327, 2928, 523, 315, 589, 1575]
User 69: [2789, 2693, 2637, 2641, 3554, 2614, 3285, 2928, 3509, 2619]
User 70: [2789, 476, 2693, 2502, 257, 1192, 3509, 1539, 3724, 2559]
User 71: [2789, 2693, 604, 589, 2928, 1959, 293, 315, 1575, 108]
User 72: [476, 2847, 2502, 2559, 1539, 1848, 1192, 257, 313, 1505]
User 73: [2789, 604, 900, 1575, 847, 1178, 523, 589, 896, 257]
User 74: [1539, 1192, 1985, 0, 476, 2559, 360, 1250, 584, 1271]
User 75: [2789, 2693, 2928, 589, 3509, 2327, 2647, 1959, 2890, 1192]
User 76: [2789, 2693, 2641, 2637, 3285, 3554, 2614, 3509, 2643, 2619]
User 77: [2789, 1245, 604, 353, 2327, 1250, 352, 523, 1179, 900]
User 78: [2789, 2693, 2928, 3509, 2502, 589, 476, 2327, 3412, 1959]
User 79: [1245, 2789, 352, 1959, 0, 1539, 108, 2693, 2502, 315]
User 80: [900, 1232, 1227, 847, 911, 1186, 907, 1247, 896, 1178]
User 81: [2789, 2693, 2641, 3509, 476, 2502, 2647, 3554, 2890, 589]
User 82: [2789, 2693, 3509, 3724, 476, 2928, 1111, 2502, 3285, 1192]
User 83: [257, 1220, 2502, 1192, 1178, 476, 1959, 2847, 585, 1182]
User 84: [2789, 2693, 2637, 3509, 2928, 3554, 2641, 2890, 2614, 3107]
User 85: [1539, 0, 1192, 1245, 476, 584, 1178, 1250, 2647, 1179]
User 86: [2502, 257, 476, 1178, 1192, 2847, 1220, 1959, 585, 2789]
User 87: [900, 2789, 1211, 1227, 523, 886, 847, 911, 1224, 907]
User 88: [2789, 2693, 2928, 589, 1959, 604, 2502, 1575, 1178, 1192]
User 89: [1245, 2789, 352, 2693, 1959, 1539, 1726, 604, 2502, 293]
User 90: [2789, 1245, 1211, 2327, 604, 523, 900, 1227, 2255, 1156]
User 91: [476, 2502, 1539, 2847, 2559, 1192, 257, 2789, 1178, 585]
User 92: [476, 2559, 2847, 2502, 1539, 257, 1192, 2036, 1220, 313]
User 93: [476, 2789, 1539, 1178, 257, 604, 585, 1196, 912, 1300]
User 94: [2789, 2693, 1245, 1959, 604, 523, 293, 315, 2928, 352]
User 95: [2789, 604, 1245, 2693, 315, 1959, 589, 523, 293, 108]
User 96: [900, 911, 1232, 1211, 1227, 896, 847, 901, 907, 1247]
User 97: [1178, 604, 2789, 2502, 589, 2693, 257, 1959, 523, 1192]
User 98: [2789, 2693, 2928, 604, 2327, 589, 3412, 2530, 1575, 3339]
